Age,total_rooms,total_bedrooms,households,median_income,Value
13,3654,837,830,2.1544,364000
13,6117,1330,1224,2.1383,363900
13,2258,427,423,2.9937,363800
13,2463,468,486,3.3281,363800
13,2857,619,592,2.1573,363800
13,3257,752,712,2.293,363700
13,3494,662,616,2.5893,363600
13,3461,665,649,2.9244,363600
13,3426,623,647,2.8994,363600
13,6257,1346,1267,2.2094,363500
13,3748,770,719,2.7222,363500
13,10862,2401,2209,2.4678,363500
13,2718,504,465,2.3333,363300
13,3308,662,648,2.197,363200
13,4643,1429,1335,1.2716,363200
13,1565,271,275,3.4279,363100
13,6932,1486,1453,2.3375,363000
13,1713,302,282,3.567,362900
13,5016,,928,3.625,362800
13,4164,741,681,4.2153,362700
13,2803,438,457,4.5179,362700
13,3214,446,463,5.2595,362700
13,3237,507,510,4.7804,362600
13,2360,355,359,5.0635,362600
13,3690,628,601,4.0196,362500
13,2793,436,441,4.9292,362500
13,4675,829,787,4.1098,362500
13,7520,1143,1077,5.3272,362500
13,13802,2244,1972,5.0941,362500
13,10425,2121,1778,3.9032,362500
13,1449,277,265,2.4861,362500
13,2236,315,312,6.9405,362500
13,1676,263,240,4,362500
13,2655,432,379,4.5398,362500
13,2373,364,386,5.308,362500
13,3532,756,758,2.5904,362500
13,2379,540,484,2.3173,362400
13,2623,528,492,2.7159,362300
13,1087,338,362,1.8061,362300
13,2727,500,436,3.5078,362200
13,3602,,580,5.3478,362200
13,3348,491,493,5.0828,362200
13,2144,568,566,2.3381,362100
13,2282,550,500,1.6618,362100
13,1648,368,354,1.7969,361900
13,1651,305,309,2.9453,361900
13,1699,356,368,2.7778,361900
13,2627,613,623,1.9483,361900
13,946,239,246,2.2639,361800
13,2075,353,362,3.9943,361700
13,943,189,155,4.9327,361700
13,1098,,224,1.4913,361700
13,1868,350,329,3.1814,361600
13,2029,336,340,4.4356,361600
13,2145,334,308,5.0864,361500
13,2455,344,339,6.1133,361500
13,2579,376,342,4.5577,361500
13,1262,216,199,4.9432,361400
13,2589,413,435,5.0253,361400
13,1897,433,384,1.8021,361400
13,3303,512,505,4.81,361300
13,2668,454,457,3.9792,361300
13,1524,366,370,2.5446,361200
13,2892,496,501,4.4934,361100
13,2855,518,498,4.2066,361000
13,2576,458,418,3.2813,361000
13,3712,508,474,6.011,360900
13,1736,313,314,3.7697,360900
13,1551,,292,3.5417,360900
13,2524,451,424,2.7404,360800
13,2456,496,417,2.6875,360700
13,2613,476,481,4.0993,360700
13,1260,182,205,6.0132,360700
13,2397,353,347,4.9904,360600
13,4872,656,617,5.6739,360600
13,1317,189,187,4.526,360600
13,4126,614,613,4.925,360600
13,1338,215,222,3.0833,360500
13,2822,479,455,4.5625,360500
13,6135,863,774,5.4895,360400
14,3225,548,542,4.0227,360300
14,1284,193,190,4.5375,360200
14,1089,208,212,4.5938,360100
14,2510,460,445,3.6161,360100
14,1963,392,398,2.5741,360000
14,1609,374,344,2.181,360000
14,1657,359,380,2.6458,360000
14,1759,354,337,2.6823,360000
14,1195,326,315,2.1182,359900
14,1671,372,347,2.3687,359900
14,2370,412,410,3.1442,359900
14,1761,309,308,3.7261,359900
14,1032,215,225,1.9766,359700
14,1551,423,406,1.7132,359600
14,1815,375,357,2.2448,359600
14,1963,508,518,1.9076,359600
14,1186,234,218,2.1515,359500
14,1834,321,314,2.59,359500
14,3351,589,542,3.2917,359400
14,1802,332,292,3.4044,359400
14,1784,312,303,3.625,359300
14,949,190,187,2.3618,359200
14,1486,296,290,3.5074,359100
14,2532,555,507,2.3359,359100
14,863,151,135,4.2679,359100
14,4199,794,722,3.332,359100
14,2904,551,509,3.1736,359000
14,2980,495,429,3.9141,359000
14,1879,411,294,2,359000
14,3042,697,115,4.1838,358800
14,2255,472,334,4.1563,358800
14,2211,477,288,3.3269,358800
14,1881,380,37,3.875,358800
14,1901,394,73,3.0729,358700
14,3111,651,107,5.1314,358700
14,1616,324,80,3.7857,358700
14,2052,405,340,2.6902,358700
14,2813,579,512,2.2202,358600
14,3963,812,671,2.2278,358600
14,1922,339,332,2.6058,358500
14,1874,416,432,1.6486,358500
14,1485,374,329,1.7292,358500
14,1070,256,243,1.5642,358500
14,831,230,244,1.4481,358200
14,1484,296,298,2.4219,358100
14,2353,608,573,2.2863,358000
14,864,184,171,2.0417,358000
14,510,88,99,2.5,358000
14,1348,258,246,3.625,358000
14,1302,,243,3.7917,357900
14,1531,280,246,3.9073,357900
14,1371,306,309,1.767,357800
14,1153,236,241,2.825,357600
14,2294,489,454,1.8975,357600
14,1343,330,305,1.516,357600
14,1404,226,229,3.9844,357500
14,1749,342,314,1.6875,357400
14,1054,,257,2.5234,357400
14,1425,280,266,3.7813,357300
14,1274,215,202,3.825,357300
14,2379,448,436,2.309,357200
14,1490,318,326,1.4937,357100
14,3004,793,735,1.586,357100
14,1440,267,265,2.2206,357000
14,2106,410,380,1.9913,357000
14,1225,275,248,1.8958,356900
14,587,170,162,1.5625,356800
14,1388,296,284,1.6094,356800
14,823,171,200,3.0521,356700
14,1676,320,276,2.5562,356700
14,1589,294,307,1.9676,356600
14,1788,405,411,2.6858,356500
14,1733,303,281,3.5987,356300
14,1452,300,308,2.8287,356300
14,1312,280,271,2.6974,356300
14,2287,390,393,4.0197,356200
14,2842,620,576,2.2727,356100
14,2311,439,436,2.5556,356100
14,1923,403,389,1.8333,356100
14,2242,521,483,1.5833,356000
14,1794,435,359,1.2647,356000
14,738,168,186,1.4415,356000
14,576,117,97,2.0658,356000
14,1911,497,481,1.625,355900
14,1722,372,403,1.8878,355900
14,2065,343,313,3.2917,355800
14,2703,415,372,4.2045,355800
14,1889,390,403,2.2132,355600
14,1018,213,204,1.6635,355600
14,3860,809,770,2.5033,355600
14,1986,417,422,3.0294,355600
14,2746,495,518,3.2019,355600
14,1513,272,272,3.0469,355500
14,1604,292,276,2.1908,355300
14,1671,319,282,3.1333,355300
14,990,192,178,3.3214,355300
14,1741,331,289,2.5921,355300
14,1727,289,259,3.2083,355300
14,1702,301,280,2.8125,355200
14,1799,356,387,1.7813,355200
14,1370,287,269,2.4044,355100
14,1393,276,245,2.0216,355100
14,1241,254,226,2.7321,355100
14,1310,241,217,2.4375,355000
14,1732,332,294,2.5208,355000
14,1422,237,222,2.975,354900
14,1497,308,247,2.0313,354700
14,1935,363,359,2.4814,354700
14,2246,462,394,2.4006,354700
14,2439,462,469,2.4474,354700
14,1175,251,261,1.7176,354600
14,1824,354,362,2.8913,354500
14,1128,237,220,2.1771,354500
14,1524,414,356,2.1153,354400
14,598,160,146,2.3295,354400
14,1462,356,367,1.5086,354300
14,1923,559,535,1.4191,354300
14,1337,412,318,2.4398,354200
14,579,116,99,2.1458,354200
14,613,124,124,3.0658,354200
14,1206,274,217,1.8264,354100
14,2279,448,420,2.7461,354000
14,2522,533,493,3.2639,354000
14,2084,339,347,4.381,353900
14,1519,296,272,2.7792,353900
14,2671,647,541,1.7075,353900
14,1938,434,415,3.0134,353800
14,943,209,156,2.25,353800
14,1177,221,223,2.4937,353700
14,948,198,171,2.3026,353600
14,1479,338,322,2.293,353600
14,875,214,214,1.5536,353600
14,1508,347,345,2.4786,353600
14,1335,312,267,1.947,353600
14,819,198,198,2.5,353600
14,1193,263,241,1.9417,353600
14,1947,488,486,1.7184,353500
14,1689,495,457,1.9056,353400
14,991,272,262,1.8125,353400
14,932,244,243,1.4038,353300
14,1287,310,269,1.3386,353200
14,673,173,182,2.3523,353100
14,1563,293,288,2.8182,353100
14,1519,376,370,2.1759,353100
14,1779,399,371,2.4414,353100
14,1766,344,323,2.3295,353100
14,902,195,174,2.2083,353000
14,55,11,5,4.125,353000
14,49,7,2,4.625,353000
14,2603,576,588,2.0192,352900
14,4157,834,774,1.6948,352800
14,707,126,125,3.0469,352800
14,4179,814,809,2.3507,352800
14,2127,412,369,3.0469,352700
14,1288,221,203,2.325,352700
14,1401,280,250,2.2569,352700
14,1658,307,297,3.35,352700
14,2026,396,382,1.9375,352700
14,255,73,38,1.6607,352600
14,1155,210,175,2.3851,352500
14,419,77,67,3.6429,352400
14,1471,259,246,3.25,352400
14,1231,240,211,2.4861,352400
14,2679,533,505,2.165,352300
14,3265,658,594,2.3566,352200
14,1268,336,326,1.3708,352200
14,1201,268,277,2.1,352200
14,2551,482,437,2.0625,352100
14,2358,413,424,2.8333,352100
14,462,97,90,2.1705,352100
14,2502,481,455,2.5625,352100
14,2051,342,322,2.8466,352100
14,1320,215,197,2.4917,352000
14,844,161,165,1.832,351900
14,2332,518,495,2.1746,351900
14,661,316,244,0.957,351900
14,2416,618,571,1.7308,351800
14,1264,277,284,1.7778,351800
14,1606,419,367,1.585,351700
14,1557,344,319,1.8529,351600
14,2148,421,430,2.2566,351600
14,2285,403,353,2.5417,351500
14,1606,330,327,1.6369,351400
14,1371,319,260,1.8242,351400
14,1836,352,337,1.745,351300
14,1398,311,279,1.4668,351300
14,2285,479,482,1.9688,351200
14,2241,446,395,2.9038,351200
14,2141,438,434,2.8529,351200
14,1895,366,359,2.2227,351200
14,1453,293,310,2.5536,351100
14,1076,222,236,2.5096,351100
14,1592,364,317,2.1607,351100
14,2171,339,353,4.8516,351100
14,1776,361,380,2.8056,351000
14,2975,634,583,2.442,350900
14,340,74,83,1.75,350900
14,1373,312,306,2.5,350900
14,1486,335,329,1.755,350800
14,2167,480,451,1.6111,350800
14,1703,500,435,1.1386,350700
14,1552,290,291,2.4896,350700
14,2127,358,349,3.1711,350600
14,1975,346,349,3.8,350600
14,3042,597,541,2.1135,350500
14,2692,488,486,3.0216,350500
14,2426,423,432,3.4219,350400
14,3046,605,571,2.9143,350400
14,2858,511,512,3.375,350200
14,2112,374,368,3.3984,350200
14,959,212,175,2.5536,350000
14,2142,420,382,2.1101,350000
14,2152,462,420,2.2478,350000
14,2474,453,427,2.8833,350000
14,2017,359,346,3.5833,350000
14,4183,,669,3.2216,350000
14,2414,428,401,3.5156,350000
14,2588,435,442,3.9792,350000
14,1287,484,502,1.1157,350000
14,1322,387,379,1.1742,350000
14,692,206,211,1.1576,350000
14,1765,326,333,2.2138,350000
14,1710,469,425,1.1479,350000
14,921,187,187,2.2188,350000
14,334,134,130,0.7684,350000
14,2235,506,441,1.725,350000
14,2987,578,585,2.0657,350000
14,1982,495,467,1.5326,350000
14,2683,555,526,2.4321,350000
14,4032,798,775,2.7321,350000
14,1112,209,172,3.3462,350000
14,2087,424,438,2.5667,350000
14,2395,431,375,3.0469,350000
14,2522,719,628,1.6667,350000
14,2386,565,414,2.0644,350000
14,938,238,157,1.0486,350000
14,1970,431,363,1.8208,350000
14,1797,384,327,1.4911,350000
14,1580,372,264,1.8065,350000
14,1564,345,222,2.1542,350000
14,1029,239,196,2.0156,350000
14,3263,799,578,2.4708,350000
14,1020,215,198,3.0208,350000
14,1633,380,370,1.9741,350000
14,1513,319,301,3.538,350000
14,1429,,266,2.9485,350000
14,1470,336,314,2.4559,350000
14,1719,372,336,2.6923,350000
14,1272,259,220,3.2891,350000
14,1672,385,390,2.1726,350000
14,3297,662,578,2.6847,350000
14,1075,214,196,3.1406,350000
14,1734,365,342,2.96,350000
14,2250,484,472,2.5893,350000
14,2392,474,461,3.5076,350000
14,1661,329,357,2.7639,350000
14,1550,345,335,2.3147,350000
14,2497,491,462,2.8182,350000
14,1452,217,181,5.0329,350000
14,1485,345,316,1.8993,350000
14,2103,411,387,2.9911,350000
14,3513,634,598,3.8095,350000
14,644,129,121,3.9659,350000
14,2026,338,313,4.0357,350000
14,2581,499,503,2.8446,350000
14,580,117,109,4.2054,350000
14,5694,1056,972,3.5363,350000
14,1218,331,268,1.6528,350000
14,2349,528,465,2.5179,350000
14,952,178,179,3.0536,350000
14,1595,309,277,2.8958,350000
14,2131,399,389,2.5804,350000
14,1322,283,292,2.4519,350000
14,1186,238,212,2.0938,350000
14,1148,206,219,4.025,350000
14,1665,405,382,1.5625,350000
14,2985,610,584,2.178,350000
14,1878,340,353,3.4408,350000
14,2978,553,480,2.7644,350000
14,1854,365,310,2.3167,350000
14,2015,524,251,1.7153,350000
14,1899,357,355,2.6987,350000
14,2864,600,562,2.1354,350000
14,1348,234,236,2.4896,350000
14,544,,91,3.25,350000
14,1927,393,374,2.2357,350000
14,2380,553,504,1.7574,350000
14,2220,426,401,2.3947,350000
14,1196,236,265,3.5345,350000
14,1006,213,158,2.6094,349900
14,2217,394,369,2.3571,349600
14,2694,453,435,3.0806,349600
14,1820,300,270,3.0147,349600
14,1430,419,187,1.9417,349500
14,1319,267,163,2.625,349500
14,2088,535,326,1.319,349400
14,2809,605,438,2.0962,349300
14,1852,452,359,1.725,349300
14,2283,634,453,1.2227,349300
14,2985,591,486,2.087,349200
14,2052,477,402,1.9625,349100
14,2019,496,347,2.1864,349100
14,1327,262,231,1.8793,349000
14,1109,283,253,2.163,349000
14,1024,218,232,2.101,349000
14,1234,373,298,1,349000
14,1995,523,410,1.6552,349000
14,709,187,142,2.4511,348900
14,452,103,61,2.9,348800
14,1009,231,217,2.0463,348700
14,1121,244,230,2.2969,348700
14,314,61,56,3.3472,348600
14,1141,220,194,3.4038,348600
14,841,146,154,3.1979,348500
14,1615,382,345,1.4583,348500
14,1302,327,316,2.2054,348400
14,2578,634,565,1.7159,348300
14,1402,287,317,1.9088,348300
14,1459,373,388,1.5372,348300
14,1513,395,381,1.9464,348300
14,1697,268,254,4.3523,348200
14,2565,530,473,3.2593,348200
14,2429,454,430,3.0091,348200
14,1583,340,318,2.4063,348200
14,2266,365,360,5.4349,348200
14,2164,480,421,3.8177,348100
14,2231,545,510,1.5217,348100
14,1617,366,401,1.975,348000
14,1879,387,337,1.9911,348000
14,591,139,89,3.6528,347900
14,1136,196,185,6.2558,347800
14,1087,171,173,3.3182,347800
14,1458,294,275,2.3594,347800
14,1276,270,261,1.9375,347700
14,1602,322,335,3.5735,347700
14,1892,394,374,1.9939,347700
14,1263,262,241,1.8958,347700
14,741,191,169,1.7604,347700
14,1365,269,250,3.2396,347600
14,1039,256,246,1.7411,347600
14,1207,301,288,1.9531,347500
14,1494,289,284,3.5282,347400
14,1608,274,248,4.875,347300
14,1629,317,312,4.1293,347100
14,541,104,106,3.3583,346900
14,1228,235,235,3.1667,346900
14,1564,340,343,2.1792,346800
14,472,81,57,2.2083,346800
14,348,99,54,2.0938,346700
14,377,69,55,1.625,346700
14,805,143,143,4.475,346700
14,1540,316,274,2.5664,346700
14,1088,203,201,3.6597,346500
14,1492,426,428,1.7188,346400
14,1307,359,327,1.1853,346400
14,2276,594,513,1.875,346300
14,1260,246,239,2.6172,346200
14,1715,337,333,2.2417,346200
14,1527,325,332,1.735,346200
14,1190,275,258,2.3571,346200
14,330,72,64,3.4107,346200
14,666,142,160,2.1136,346100
14,565,162,141,1.2083,346100
14,752,194,186,1.6607,346100
14,1712,403,377,1.275,346100
14,1004,221,201,1.6351,346000
14,1192,213,211,4.5714,346000
14,1311,375,351,2.1979,345900
14,1672,416,397,1.5987,345900
14,1171,328,298,1.3882,345900
14,1178,438,429,1.3373,345900
14,2856,555,522,3.2083,345800
14,2372,835,767,1.1707,345800
14,1291,277,274,1.6667,345800
14,2511,490,469,3.0603,345800
14,1185,202,191,4.6154,345800
14,2007,301,332,5.128,345700
14,1568,283,245,3.1597,345700
14,2652,606,536,2.8025,345700
14,2494,414,421,5.7843,345700
14,2183,307,287,6.3814,345700
14,1687,507,451,1.6635,345600
14,1152,208,208,3.6042,345500
14,2321,367,360,4.0375,345500
14,1534,235,222,6.2715,345500
14,1413,279,277,4.3021,345400
14,1278,217,185,4.4821,345400
14,935,177,148,2.5769,345300
14,1960,389,356,1.899,345300
14,583,113,134,1.6838,345300
14,2322,573,602,1.375,345200
14,1266,275,298,1.4828,345100
14,3414,666,622,2.3319,345000
14,3631,913,924,1.5931,345000
14,2159,492,475,2.1776,345000
14,1523,440,393,1.1311,344900
14,2872,610,581,2.625,344900
14,2804,581,594,2.0625,344800
14,290,94,57,1.7292,344800
14,245,57,33,1.2639,344700
14,208,49,20,4.0208,344700
14,1134,280,158,1.4338,344700
14,414,86,54,1.5417,344700
14,1996,515,295,2.8684,344600
14,1945,536,273,2.0109,344600
14,186,43,21,2.7,344500
14,240,46,24,1.4688,344500
14,459,95,73,0.922,344400
14,1210,248,155,1.7857,344400
14,322,81,57,1.125,344300
14,99,25,17,1.8958,344200
14,96,18,16,5.3374,344200
15,796,243,139,0.8964,344200
15,1183,363,127,3.1607,344200
15,749,238,169,1.7727,344200
15,1586,448,182,1.2132,344100
15,44,33,27,0.8571,344100
15,2570,820,608,1.275,344000
15,1448,378,300,0.8585,344000
15,1388,386,320,1.2049,344000
15,3806,794,714,2.1212,344000
15,2460,405,425,4.1576,343900
15,2682,518,399,3.2132,343900
15,1468,283,270,3.0817,343800
15,3135,524,523,4.337,343700
15,3302,557,520,4.375,343600
15,2281,520,465,1.7388,343500
15,2465,619,575,1.9722,343500
15,3295,824,770,1.8325,343500
15,1813,410,396,2.3261,343400
15,3480,673,636,2.75,343400
15,99,26,22,1.7292,343300
15,2563,530,371,2.325,343300
15,2090,478,426,2.0357,343200
15,2311,487,384,2.2574,343100
15,1709,439,292,1.7868,343100
15,619,239,164,2.1,343100
15,1372,386,213,1.1471,343100
15,2271,458,447,2.7583,343100
15,1628,352,334,2.5703,343000
15,2952,598,568,2.6094,343000
15,3520,604,582,4.3162,342900
15,2133,487,438,3.0268,342900
15,3415,631,597,4.0125,342900
15,2033,370,379,3.1736,342900
15,1089,226,218,2.2727,342900
15,2044,447,374,1.8472,342800
15,1912,439,413,1.4598,342800
15,1705,418,393,1.6286,342800
15,1808,435,373,1.7857,342700
15,1691,402,358,1.8403,342700
15,1992,421,419,2.8393,342700
15,2353,483,455,2.325,342600
15,2534,554,517,2.0575,342600
15,2221,516,473,1.97,342500
15,1761,443,365,2.0331,342400
15,1577,310,309,3.0625,342400
15,2348,701,611,1.3222,342400
15,2608,620,583,2.1818,342300
15,3268,833,758,1.3587,342300
15,4159,608,591,5.5261,342200
15,3889,832,731,2.6812,342200
15,3449,522,551,5.6235,342200
15,154,,16,10.0263,342200
15,254,35,37,4.8571,342200
15,1894,319,317,3.8611,342000
15,6435,1040,1030,5.575,342000
15,8739,2190,1919,1.7109,342000
15,1820,459,419,1.8289,341900
15,790,224,208,1.4427,341800
15,227,75,101,1.3527,341800
15,2225,392,374,4.0208,341800
15,1908,331,321,3.5714,341700
15,2250,378,379,4.3906,341700
15,2839,516,487,3.7708,341700
15,1373,284,300,2.8295,341700
15,1896,315,303,3.996,341700
15,1859,323,309,3.1906,341700
15,813,171,170,2.8393,341600
15,1443,273,259,2.9821,341500
15,1864,331,325,3.4205,341500
15,1482,266,274,3.875,341400
15,4667,875,841,3.2325,341400
15,3548,729,659,2.947,341400
15,4483,894,883,3.6875,341300
15,2473,400,427,3.5524,341300
15,5624,1148,1042,3.1297,341300
15,2047,347,352,3.6734,341300
15,2220,388,373,3.5938,341300
15,2417,435,406,3.0568,341200
15,4800,831,743,3.7533,341200
15,2594,478,480,3.725,341200
15,3122,579,545,3.8307,341200
15,3999,727,688,3.875,341100
15,5548,941,935,4.2214,340900
15,3074,452,452,5.4592,340900
15,3137,417,397,7.7751,340900
15,4656,971,935,3.0938,340900
15,3216,526,483,6.3639,340900
15,3587,774,763,2.569,340800
15,2458,433,411,3.5441,340800
15,4121,755,721,3.3462,340800
15,1351,255,253,2.1111,340700
15,3589,701,640,2.4919,340700
15,2412,446,421,2.6903,340700
15,3372,741,704,2.0643,340700
15,1106,252,230,1.8523,340700
15,1672,359,349,2.1588,340600
15,1667,362,335,2.875,340600
15,1475,327,295,1.6728,340600
15,1463,339,318,1.7467,340500
15,1603,374,337,1.365,340500
15,2121,433,441,2.774,340500
15,1361,363,297,1.625,340500
15,1497,383,355,1.0648,340400
15,1185,358,299,0.9951,340400
15,2396,602,543,1.8819,340400
15,1673,426,413,1.375,340400
15,1317,374,304,1.4024,340400
15,1390,361,298,1.3451,340400
15,1812,457,420,1.4146,340400
15,1807,465,410,1.4786,340400
15,1020,247,228,1.625,340300
15,1171,299,273,0.8639,340300
15,2228,542,435,1.6009,340100
15,1438,348,341,1.8319,340100
15,2805,573,522,2.5083,340000
15,607,177,143,1.1875,340000
15,2620,682,684,1.2618,340000
15,303,78,80,2.2212,340000
15,832,198,174,1.4773,340000
15,918,220,222,1.7292,339800
15,825,179,181,1.1638,339800
15,425,119,97,1.4125,339800
15,434,110,86,1.1944,339800
15,114,26,26,1.075,339700
15,120,35,41,1.9125,339700
15,593,136,121,1.4779,339700
15,90,35,31,0.8054,339700
15,346,92,63,1.1875,339600
15,191,52,49,2.0455,339500
15,629,143,139,1.7321,339400
15,2122,394,410,3,339400
15,1695,290,260,2.7312,339300
15,1503,367,277,1.6786,339300
15,1618,310,300,2.875,339300
15,4513,764,763,2.9821,339200
15,1942,414,411,1.8362,339200
15,4635,800,754,3.6548,339100
15,4507,1049,959,3.3261,339100
15,5254,894,831,4.6705,339100
15,6442,1116,1092,4.5791,339000
15,1228,234,212,4.3482,339000
15,2508,483,442,2.6513,339000
15,1944,363,388,3.9097,338900
15,1533,312,306,3.0435,338900
15,1637,338,297,2.1818,338800
15,2687,620,549,1.7213,338800
15,1833,396,363,2.2827,338700
15,1631,340,315,2.5062,338700
15,2551,594,595,1.9671,338700
15,1702,380,366,1.8801,338600
15,1838,388,373,1.6797,338500
15,2658,626,529,1.2157,338400
15,1941,484,435,1.056,338400
15,821,181,172,1.2469,338200
15,850,227,186,0.9407,338200
15,896,217,197,1.25,338100
15,1164,277,284,1.4015,338100
15,1021,280,239,1.7375,338000
15,1562,398,329,0.9675,337900
15,1244,266,227,1.6981,337900
15,1482,338,279,1.2617,337900
15,1524,354,344,1.1136,337800
15,1498,359,340,1.2232,337600
15,2714,512,500,3.1281,337500
15,2294,508,482,2.1078,337500
15,1025,259,236,1.9612,337500
15,2285,497,480,2.4848,337500
15,1379,333,315,1.7197,337500
15,1418,306,312,1.5743,337500
15,3480,608,541,3.2738,337500
15,496,131,124,1.7614,337500
15,1615,355,332,1.6632,337400
15,1590,367,390,1.6786,337400
15,875,199,204,0.9288,337400
15,2931,716,588,2.2155,337300
15,1293,317,286,1.1786,337300
15,1354,325,304,2.1875,337300
15,1730,343,278,3.0208,337200
15,1239,251,272,1.983,337200
15,598,149,132,1.9125,337200
15,1472,305,282,2.2407,337100
15,1463,294,295,2.3125,337000
15,3474,645,616,2.7256,337000
15,1441,294,275,2.6875,337000
15,1607,336,307,2.5644,337000
15,4590,897,894,3.1753,336900
15,9351,2139,1953,2.575,336900
15,3580,984,912,2.6637,336900
15,12707,2685,2552,2.9438,336900
15,2387,437,423,4.0529,336900
15,4119,865,879,2.4123,336800
15,4201,786,724,4.8839,336800
15,8574,1489,1444,5.1036,336700
15,4597,1071,870,4.0327,336700
15,4070,512,540,10.5941,336700
15,892,129,135,7.1837,336700
15,2113,256,265,8.5325,336600
15,1535,238,236,5.4449,336500
15,1474,235,238,4.1528,336500
15,6640,898,902,6.759,336500
15,11609,2141,2100,5.0012,336400
15,7085,1148,1052,4.997,336400
15,3944,746,757,3.569,336400
15,9027,1901,1797,3.406,336300
15,5264,1064,1049,3.8117,336200
15,2861,510,486,3.4286,336200
15,3691,826,827,2.1553,336100
15,3057,698,680,2.7083,336100
15,2221,436,408,3.0486,336000
15,973,219,187,1.5625,336000
15,1120,255,213,1.5429,336000
15,991,221,207,1.9417,335900
15,3068,628,607,2.4234,335900
15,2053,412,387,2.75,335900
15,1650,390,343,1.5357,335900
15,1576,405,282,1.6575,335900
15,2248,434,405,2.9402,335700
15,1337,275,273,1.6522,335700
15,2821,519,495,3.6852,335700
15,37,11,8,1.2,335700
15,7035,1455,1387,3.4827,335600
15,2161,371,388,4.1957,335600
15,2721,549,523,2.5575,335600
15,2927,588,561,3.3529,335600
15,10822,1994,1906,4.0631,335500
15,829,146,173,4.1484,335500
15,7397,1369,1310,3.6369,335500
15,4870,965,928,2.596,335400
15,7092,1517,1436,2.1006,335400
15,8596,1597,1520,3.9054,335300
15,3081,635,591,2.5804,335300
15,6268,1003,980,5.1457,335300
15,80,16,21,3.125,335300
15,7011,1453,1307,2.7659,335300
15,282,59,71,2.35,335200
15,444,102,87,1.1528,335200
15,806,168,136,3.5,335200
15,3278,762,550,2.9891,335100
15,2817,604,412,3.1364,335100
15,8733,1600,736,4.5724,335000
15,4054,787,579,3.0882,335000
15,508,111,84,4.0332,335000
15,2213,458,440,2.9187,335000
15,973,183,177,2.6389,335000
15,890,172,170,4.15,335000
15,3827,696,617,3.0742,335000
15,116,20,18,3.125,334900
15,3437,696,608,2.3912,334900
15,4164,812,773,2.8323,334900
15,2943,,584,2.5313,334800
15,4190,690,702,3.9929,334700
15,5050,964,919,3.1592,334700
15,1440,309,294,2.3013,334600
15,2745,543,482,2.1955,334600
15,4599,877,831,2.9952,334600
15,2167,421,394,1.9718,334500
15,2585,480,424,2.8452,334400
15,5589,941,917,4.4561,334400
15,984,176,170,3.25,334300
15,1264,202,187,4.5903,334300
15,2835,471,413,4.4125,334200
15,7383,1095,1059,5.3119,334100
15,1521,269,279,4.4196,334100
15,2044,394,359,2.9453,334100
15,4527,713,671,4.8266,334100
15,1253,259,249,2.1635,334000
15,786,194,134,2.2321,334000
15,2649,572,547,2.3533,333900
15,2536,409,430,4.2375,333900
15,1367,329,319,2.8269,333900
15,1089,179,190,3.2279,333800
15,1923,379,351,2.4044,333800
15,3107,782,738,1.6944,333800
15,2171,483,450,1.7105,333800
15,2304,437,403,2.2071,333700
15,1584,309,268,2.4961,333700
15,510,84,73,2.7,333700
15,1657,362,376,1.1903,333700
15,3240,654,616,2.3934,333700
15,2143,488,509,1.9362,333600
15,2703,683,675,1.4619,333600
15,2719,502,457,3.176,333600
15,3085,691,676,1.7868,333500
15,820,239,207,2.1186,333500
15,2403,483,415,2.6066,333400
15,735,137,113,2.5625,333300
15,3938,789,768,2.1295,333300
15,1476,220,205,2.6726,333300
15,1885,398,388,2.5208,333300
15,2874,677,651,1.8843,333300
15,3216,750,709,2.0025,333300
15,1513,342,323,2.7411,333300
15,1618,378,398,1.6786,333300
15,2332,656,610,1.6045,333300
15,1598,443,417,1.517,333100
15,3271,797,688,1.7418,333100
15,1927,386,414,2.2981,333000
15,1612,343,330,2.1806,333000
15,2862,606,600,2.3125,332900
15,1737,521,514,1.7813,332800
15,3225,635,593,2.4044,332800
15,2275,659,614,2.033,332800
15,2636,468,485,4.1917,332800
15,1755,280,254,6.2885,332700
15,3458,651,621,2.5806,332700
15,1439,237,227,6.1563,332700
15,2327,642,335,1.8419,332600
15,1962,403,321,2.25,332600
15,3166,700,493,2.6288,332600
15,4754,1075,690,2.0694,332600
15,3303,814,522,1.5957,332500
15,1491,408,48,1.4205,332500
15,1504,325,223,3.4792,332500
15,2354,514,380,1.8369,332500
15,2966,669,465,1.5667,332500
15,5907,1257,1001,2.3125,332400
15,2304,527,390,1.4141,332400
15,2248,535,427,1.3023,332400
15,4002,930,731,1.6236,332400
15,5396,1182,807,1.8819,332300
15,2267,601,276,2.5474,332200
15,2916,594,432,3.625,332100
15,2579,564,431,2.0441,332100
15,2737,589,533,2.8,332000
15,2701,576,513,3.3269,332000
15,1131,276,232,4.0167,332000
15,2683,416,399,5.8625,331900
15,3253,573,586,5.2043,331900
15,2115,342,337,6.1935,331800
15,3661,787,706,3.0687,331800
15,4334,641,661,6.0653,331800
15,3151,482,428,5.5773,331600
15,2657,496,483,3.5931,331600
15,4241,832,742,3.5988,331600
15,1678,241,281,6.0532,331500
15,2678,483,487,3.858,331400
15,2994,741,581,2.1458,331400
15,2656,506,501,4.25,331400
15,5897,1138,1072,4.15,331300
15,5735,932,862,4.8494,331300
15,1740,391,317,2.5812,331300
