Index,Address,FLAG,Avg time between sent tnx,Avg time between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
80,0x3441f925e7ddab1df44650355dfbbaad57d2a443,A,61,18,1045320.87,5214,144,0,36,3365,0.001,165.223152,57.076446,0,90.158929,1.557115,0,0,0,5358,8118.796052,8219.008183,0,100.2121315,97,394158.0635,20213.61432,0,13,66,0,37,0,0,0,0,0,189793,4926.975793,8.701458,4572.637546,1189.036137,0,0,0,3,37,ZRX,Flyp.me
81,0x3442e29ddf468bc438d57b01fd0c2648d633f8e4,A,56,19,3.03,1,1,0,1,1,0.1,0.1,0.1,0.09938,0.09938,0.09938,0,0,0,2,0.09938,0.1,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0x3444afbaead9b630bf0bdd3292b12223b7209fc7,A,53,22,68.37,3,2,0,2,3,31.869197,69.130803,50.5,2.188456,72.584331,33.666149,0,0,0,5,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0x3447bf18a51f41bbb20aad8b96259e36a80e4874,A,46,32,684414.1,10,12,0,6,4,0.002,8.99,2.638899,0,9.58,3.165873,0,0,0,22,31.65873432,31.66679,0,0.008055678,3,1500,2.80E-11,0,1,2,0,2,0,0,0,0,0,1500,750,0,0,0,0,0,0,1,2,Tronix,Tronix
84,0x3449baf741e3e80c5ca109f126d0eb7259f811a6,A,46,27,513891.02,72,26,0,11,36,0.01,49.706267,13.022715,0,45,4.967889,0,0,0,98,357.688,338.5905776,0,-19.0974224,94,1261978.417,1073811.546,0,8,31,0,42,0,0,0,0,0,306900,19718.41277,1.00E-06,306900,35793.71821,0,0,0,16,41,EOS,StatusNetwork
85,0x344ae078033cfa8495226a0c797c9092d3417052,A,47,27,50.7,3,1,0,1,3,101,101,101,8,72.439544,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0x344b4e61acc56f87f0ee1fec9763172cec8b7fd9,A,49,25,1024381.72,45,22,0,15,28,0,121,32.896731,0,175,15.831052,0,0,0,67,712.397338,723.7280888,0,11.33075076,89,679605.7616,520532.6758,0,13,42,0,46,0,0,0,0,0,280689.5,10297.05699,0,130689.5,22631.85547,0,0,0,14,46,OpenANX,RHOC
87,0x34579ccc0a0666a514923063edee3b79bfc15347,A,57,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2.02E-09,2.02E-09,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TIME,TIME
88,0x3458ac1ac6f9e9d1fbaf6d4c598d491e4f4fd938,A,44,28,58.37,4,1,0,1,3,101,101,101,0.832792,79.672329,25.249475,0,0,0,5,100.9979,101,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0x345e5599498397cc034c056816625737e221818a,A,54,26,45777.22,4,6,0,6,3,0.1,132.313351,42.500709,0.001,218.401367,63.750592,0,0,0,10,255.002367,255.0042532,0,0.001886178,1,600,0,0,0,1,0,1,0,0,0,0,600,600,600,0,0,0,0,0,0,0,1,None,AICRYPTO
90,0x3460158c5de3a61c010ce718b38efa2e44a78b85,A,46,27,351431.32,45,45,0,41,3,0.022218,2.494337,0.298309,0.003711,2.493182,0.297505,0,0,0,90,13.38772876,13.42388352,0,0.036154765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0x346535d1723acc6f237f112876cf85749b24262e,A,56,22,480903.52,21,10,0,7,13,1.97,50,16.278526,0,56,8.072238,0,0,0,31,169.517,162.78526,0,-6.73174,11,769216,819264,0,4,6,0,7,0,0,0,0,0,720000,109888,0,720000,204816,0,0,0,3,7,WanCoin,MediShares
92,0x346abf2004b511a44db1f2a07e4ef9797a4d4d60,A,61,27,440786.35,62,468,0,6,2,0.011475,4.142844,0.996382,0.077899,24.294441,7.52718,0,0,0,530,466.6851333,466.3069727,0,-0.378160539,3,444.1369328,0,0,0,3,0,3,0,0,0,0,0.158598,440.420355,148.045644,0,0,0,0,0,0,0,3,None,OmiseGO
93,0x346f118ead9871f1608ba9d737c1459f5a9dd2df,A,57,27,288.05,1,1,0,1,1,1,1,1,0.9978,0.9978,0.9978,0,0,0,2,0.9978,1,0,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0x347e609b64777713036434880b2bb77a06d6d0ed,A,49,17,32.03,1,1,0,1,1,5.994792,5.994792,5.994792,5.994288,5.994288,5.994288,0,0,0,2,5.994287537,5.994791537,0,0.000504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0x347f197e1a6baf6e723ad3af514ae9d73e1d2960,A,52,19,323.75,2,3,0,3,2,1.298741,80.89895,33.666667,3,97.999016,50.499508,0,0,0,5,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0x348d65c52eca77a38535c0f2621501ccdd2647ef,A,56,21,2.12,1,1,0,1,1,1,1,1,0.999409,0.999409,0.999409,0,0,0,2,0.999408824,1,0,0.000591176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0x3497627895b72774927848239e923fe68997cc52,A,47,20,737414.95,33,14,0,6,13,1.284,26.154232,9.179741,0,29,4.013636,0,0,0,47,132.45,128.516376,0,-3.93362403,52,83417.55936,4500.000001,0,6,32,0,39,0,0,0,0,0,16888,1939.943241,0,2500,500,0,0,0,5,39,Crypto.com,EOS
98,0x34a213ee19cbe47010854eeee878cf4af1a67069,A,52,22,4112.15,3,3,0,3,1,0.0697,0.204,0.114567,0.06925,0.203496,0.114109,0,0,0,6,0.342326362,0.3437,0,0.001373638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0x34a31c42a435849c44b72c481abe2b74a1f99d5d,A,51,14,211.53,2,1,0,1,2,3.18888,3.18888,3.18888,1,2.187998,1.593999,0,0,0,3,3.187998,3.18888016,0,0.00088216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0x34b2763c8b429357181add14e6695e12cd988127,A,44,23,96535.98,4,4,0,2,1,40.5391,300,141.383525,40.537394,299.9993,141.382592,0,0,0,8,565.5303691,565.5341,0,0.003730932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0x34be54b435a8af03929d99f2f500937ddcf1bc9f,A,53,20,28038.68,9994,6,0,2,4,0.1,8.9,2.764689,0,0,0,0,0,0,10000,0,16.58813651,0,16.58813651,10000,2.00E-06,8.08E-07,0,6582,2,0,4,0,0,0,0,0,1.00E-06,1.00E-06,0,0,0,0,0,0,4,4,bitqy,bitqy10
102,0x34cd14e564d8c82673adc0980a94736b38e13b68,A,56,21,327.8,2,1,0,1,2,101,101,101,0.308259,100.690756,50.499508,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0x34cf0a3eedcbaacaecf240b55693d6bcb192e8a4,A,47,23,2680.68,1,2,0,1,1,0.095,65.995,33.045,66.089559,66.089559,66.089559,0,0,0,3,66.089559,66.09,0,0.000441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0x34df6fceb823b0d0f65f73d5c1a3c471f090f0ca,A,55,23,9437.78,2,2,0,1,2,0.043165,0.242897,0.143031,0.042745,0.242425,0.142585,0,0,0,4,0.285170004,0.28606164,0,0.000891636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0x34e67a96933bab060970a9ec09fefb67231a34fb,A,49,25,126719.85,13,13,0,7,1,0.894505,16.0504,7.410372,0.892747,16.048642,7.408293,0,0,0,26,96.30781408,96.33483876,0,0.02702468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0x34f94a00cb633b53be4dc5e751632ec283837783,A,49,17,7.15,3,2,0,2,3,636.027926,1364.972074,1000.5,0.01,1632.137745,666.999528,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0x35028abf6411c2f9135221c655249a776d0f6678,A,52,23,70.17,3,1,0,1,3,101,101,101,0.01,56.395951,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0x3509f7bd9557f8a9b793759b3e3bfa2cd505ae31,A,54,23,680886.22,217,9783,0,43,5,0.00204,29.19112,1.356686,2.267742,516.095204,59.705347,0,0,0,10000,12956.06037,13272.46186,0,316.4014952,41,1127717.349,100,0,1,28,0,37,0,0,0,0,0,1083847,28192.93373,100,100,100,0,0,0,1,37,blockwell.ai KYC Casper Token,WisePlat Token
109,0x350d038b70e4acea961427347c6bed44ad8a3d50,A,50,20,201139,0,99,1,7,0,0,8.999,0.955405,0,0,0,0,0,0,100,0,94.58508922,0,94.58508922,2,2.060245703,0,0,0,2,0,2,0,0,0,0,0.742221,1.318025,1.030123,0,0,0,0,0,0,0,2,None,DATAcoin
110,0x3520b0be89551596637d9df6f82d910fff2c6529,A,54,21,972.48,2,2,0,1,1,0.54748,4.319096,2.433288,0.544123,4.304096,2.42411,0,0,0,4,4.84821928,4.86657638,0,0.0183571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0x352143be6cd0522ed6d715e6a4b389d43b69d18c,A,46,19,183884.68,1,1,0,1,1,0.861997,0.861997,0.861997,0.861556,0.861556,0.861556,0,0,0,2,0.86155637,0.86199737,0,0.000441,2,180.7326875,0,0,0,2,0,2,0,0,0,0,0.064931,180.667756,90.366344,0,0,0,0,0,0,0,2,None,OmiseGO
112,0x3521f15e8a372283fe526467c18cfbad7f6611f0,A,51,25,1.72,1,1,0,1,1,0.1,0.1,0.1,0.099395,0.099395,0.099395,0,0,0,2,0.099395026,0.1,0,0.000604974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0x352a3d9fde79fd356017ee05156f2959cbf76866,A,48,21,901559.75,8,4,0,4,5,0.09174,2.72,0.785745,0.000418,2.665012,0.392621,0,0,0,12,3.14096572,3.14298,0,0.00201428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0x353846831d58aeb7cd4cbd0091eb426440e0ab0b,A,55,22,342942.6,0,175,1,2,0,0,19.60346,5.376566,0,0,0,0,0,0,176,0,940.8989911,0,940.8989911,4,12.61891662,0,0,0,4,0,4,0,0,0,0,0,9.816189,3.154729,0,0,0,0,0,0,0,4,None,DATAcoin
115,0x3538e6deb6006ed8c51b83d67acd8b9ab9a55b48,A,57,13,68.15,3,1,0,1,3,101,101,101,0.9,63.330357,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0x353c8c972b23c5d4b33d1f7db9ded856e07fbaf3,A,53,23,874130.45,22,12,0,6,14,0.040153,6.995184,1.583038,0,3.5,0.950227,0,0,0,34,20.905,18.99645491,0,-1.908545093,26,593465.4085,41721.18,0,4,12,0,21,0,0,0,0,0,538150,28260.25755,0,15000,8344.236,0,0,0,4,19,StatusNetwork,Dao.Casino
117,0x353cee5ee88430078eec0299efb50e87b79f2c49,A,44,17,463972.53,3,1,0,1,2,1.689931,1.689931,1.689931,0.024716,1.544289,0.563002,0,0,0,4,1.689005218,1.68993136,0,0.000926142,1,0.127296273,0,0,0,1,0,1,0,0,0,0,0.127296,0.127296,0.127296,0,0,0,0,0,0,0,1,None,OmiseGO
118,0x3546316f7f85a18f814816863291720a6a39a60d,A,44,16,13969.9,2,2,0,2,1,17.014834,40,28.507417,17.014414,39.99958,28.506997,0,0,0,4,57.01399362,57.01483362,0,0.00084,1,666,0,0,0,1,0,1,0,0,0,0,666,666,666,0,0,0,0,0,0,0,1,None,Trip.io Ad
119,0x3547905beebdee2944e012e7eb98bf48b40cb7e2,A,51,27,54.97,3,1,0,1,3,101,101,101,1,95.193612,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0x356197840bf481cda31b7673f97b0593c5cebfe7,A,47,24,1017038.23,11,1594,0,2,2,0.020378,0.201848,0.05328,0.04962,13,2.452727,0,0,0,1605,26.98,84.92754904,0,57.94754905,22,113234.3712,0,0,0,17,0,21,0,0,0,0,0,95903,5147.016873,0,0,0,0,0,0,0,21,None,PROVER.IO additional 5% discount
121,0x3565bc09ba198fb40e831dfd9c4edb65c1cb20bb,A,50,15,327.37,2,3,0,3,2,2.40966,50.897156,33.666667,1.999496,98.999478,50.499487,0,0,0,5,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0x35672be75aac127edb9faa748dd483f2beafd16e,A,54,23,734670.72,27,9,0,3,18,0,119.8378,38.379867,0,119,14.718021,0,0,0,36,397.3865578,345.4188,0,-51.96775781,36,90944.64127,64921.0129,0,4,24,0,30,0,0,0,0,0,40000,2933.698105,2.00E-06,40000,12984.20258,0,0,0,5,30,Aragon,EOS
123,0x35687fc923912897e5859a8b02415304f910f522,A,44,18,950313.48,55,30,0,3,20,1.067916,54.569144,12.855549,0,54.5,7.042109,0,0,0,85,387.3159811,385.6664821,0,-1.64949904,37,11171.96614,10337.88329,0,7,18,0,20,0,0,0,0,0,3333.333333,398.998791,0,3966.0435,1148.653699,0,0,0,8,20,NimiqNetwork,NimiqNetwork
124,0x35691d9d2c145ddde2580a81c695809e29129911,A,45,22,0,0,1,0,1,0,8.5,8.5,8.5,0,0,0,0,0,0,1,0,8.5,0,8.5,10,827.9257096,0,0,0,8,0,10,0,0,0,0,0,654.284551,82.792571,0,0,0,0,0,0,0,10,None,XENON
125,0x35727cb96fde97c09f0b37ea22749d9f5e03541a,A,43,21,3.2,1,1,0,1,1,19.99895,19.99895,19.99895,19.99811,19.99811,19.99811,0,0,0,2,19.99811,19.99895,0,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0x3573f6be93ca7a74c97d02a9df5a6ded5e3ef037,A,46,28,32791.43,2,2,0,1,2,2.476232,4.995,3.735616,2.473557,4.994,3.733779,0,0,0,4,7.46755715,7.47123215,0,0.003675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0x35756b28f4b749de31c17eabddd3bde990512eea,A,44,24,62.3,3,1,0,1,3,101,101,101,0.05,54.68379,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0x3585ba03f329edd438afb100e735c9184bbb3ee0,A,51,19,803700.77,202,618,0,9,1,0.005397,4,0.337962,0.499473,3.998723,1.033133,0,0,0,820,208.6929354,208.8603836,0,0.167448159,1,0.037866407,0,0,0,1,0,1,0,0,0,0,0.037866,0.037866,0.037866,0,0,0,0,0,0,0,1,None,OmiseGO
129,0x3586781523bd02a377dfbc5ec2d5f9e2414979b6,A,47,25,324.53,2,2,0,2,2,48.960302,52.039698,50.5,48.998974,52,50.499487,0,0,0,4,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0x358a99c8bdbcc4c866cab7c63ecc986f753b6a11,A,53,25,548093.73,33,36,0,1,2,0.014738,7.353151,1.002566,0.0034,7.352675,1.093283,0,0,0,69,36.0783452,36.09236355,0,0.014018347,1,202.2665294,0,0,0,1,0,1,0,0,0,0,202.266529,202.266529,202.266529,0,0,0,0,0,0,0,1,None,XENON
131,0x3597460e7da0456fed39280ffdd15777780c50fe,A,55,23,468092.53,19,10,0,10,9,0.01,0.997565,0.34488,0,1.64264,0.306535,0,0,0,29,5.824160497,3.44880412,0,-2.375356377,22,252154.2287,252142.6118,0,4,6,0,6,0,0,0,0,0,233822.2093,19396.47913,0,250928.7896,28015.84576,0,0,0,4,6,Telcoin,Telcoin
132,0x35a0770cda49d63ed035b4501e7ff1600b9e65fc,A,52,22,59641.3,14,14,0,2,1,0.121182,1.983838,0.941195,0.120762,1.983418,0.940775,0,0,0,28,13.17085659,13.17673659,0,0.00588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0x35a331a51714582120f0f0a0ce2a60f489be5e96,A,45,16,142160.55,7,6,0,4,1,1.99,50,15.1225,1.9888,45.004265,12.961399,0,0,0,13,90.72979426,90.735,0,0.00520574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0x35a344f3bbc856246dda2b72843fc8f70c38c678,A,43,16,974652.08,13,19,0,10,8,0.023066,10.338545,0.676096,0,3.117506,0.987549,0,0,0,32,12.83814053,12.84583132,0,0.007690784,4,78.88375015,0,0,0,4,0,4,0,0,0,0,0,64.312551,19.720938,0,0,0,0,0,0,0,4,None,INS Promo
135,0x35a80a8f2e3f6533f2b7ee9ceadad1b6007e2604,A,53,18,319312.13,0,69,1,4,0,0,1.004336,0.801578,0,0,0,0,0,0,70,0,55.30887946,0,55.30887946,3,5.784249004,0,0,0,3,0,3,0,0,0,0,0.10593,5,1.928083,0,0,0,0,0,0,0,3,None,DATAcoin
136,0x35aa838e84f3086dc7f29e0047c8a7821145cecc,A,53,11,2.38,1,1,0,1,1,1.321723,1.321723,1.321723,1.321251,1.321251,1.321251,0,0,0,2,1.321251014,1.32172265,0,0.000471636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0x35b7b97e997132714756dd45f9a72d1a624a07b1,A,46,12,311.9,2,1,0,1,2,101,101,101,1.3922,99.606816,50.499508,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0x35bf69fd04c13eec841e25cc58809174500b96a7,A,49,17,226780.37,0,129,1,2,0,0,0.603231,0.250161,0,0,0,0,0,0,130,0,32.27078927,0,32.27078927,2,0.767837078,0,0,0,2,0,2,0,0,0,0,0.347389,0.420448,0.383919,0,0,0,0,0,0,0,2,None,DATAcoin
139,0x35c4032cf3738d09d11f8e297c78da325e1fb733,A,57,26,77.02,3,2,0,2,3,33.316011,67.683989,50.5,2.534007,79.761859,33.666163,0,0,0,5,100.998488,101,0,0.001512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0x35d9e90113ab8438862adafc51279dbf12073f3c,A,50,21,78.88,4,3,0,3,3,14.274463,55.99832,33.666667,0.001,90.777534,25.249496,0,0,0,7,100.997984,101,0,0.002016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0x35dd9e2c727b64af6f741417d03cf8ae149c6f2b,A,52,25,374458.65,39,11,0,4,18,0.01347,27.197169,6.817887,0,21.508693,4.359305,0,0,0,50,170.0128994,74.99675469,0,-95.01614472,41,118301.9718,132851.6624,0,7,19,0,17,0,0,0,0,0,57296,4550.075837,0,61707.792,8856.777495,0,0,0,9,16,AirToken,Divi Exchange Token
142,0x35e69cd65886ec0f6f6bccfe53456226de8bd08c,A,57,34,61.55,3,1,0,1,3,101,101,101,0.19906,53.939315,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0x35e72027b290864c1cc4c94bd54c6e685527d02d,A,52,24,56396.1,6,10,0,2,2,24.99,70,29.491,25,75,49.151167,0,0,0,16,294.907,294.91,0,0.003,1,600,0,0,0,1,0,1,0,0,0,0,600,600,600,0,0,0,0,0,0,0,1,None,AICRYPTO
144,0x35e9ab45ca7078656fe29de20aa705b8118b8678,A,63,26,429407.2,25,24,0,19,3,0.005,21.5,4.578251,0,21.49958,4.394682,0,0,0,49,109.86704,109.878029,0,0.010988961,2,71.64209499,71.64209499,0,1,1,0,1,0,0,0,0,71.642095,71.642095,71.642095,71.642095,71.642095,71.642095,0,0,0,1,1,OmiseGO,OmiseGO
145,0x35ea42f703b3b87b400833bd5d425810392ac7fc,A,54,22,1541063.2,1289,1983,0,12,3,0,14.99,0.659009,0.483114,14.98937,1.012759,0,0,0,3272,1305.445757,1306.814135,0,1.368378233,10,476.3495028,0,0,0,8,0,10,0,0,0,0,0,365,47.63495,0,0,0,0,0,0,0,10,None,
146,0x35eaeb19e59fb4e14fd3ca16dc9da73d03ec51fe,A,61,27,1483.4,5,10,0,4,5,0.005,827.7191,95.226721,0.004538,931.71742,190.452969,0,0,0,15,952.2648429,952.2672131,0,0.002370218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0x35f173f8ee55bd5d3bd19169c8d02b096ec2669f,A,49,21,494014.03,18,16,0,7,9,0.001487,3.348034,1.285465,0,2.1,1.092074,0,0,0,34,19.65732843,20.56743944,0,0.910111008,10,710.2100135,0,0,0,8,0,10,0,0,0,0,0,365,71.021001,0,0,0,0,0,0,0,10,None,Tronix
148,0x35f8078d37906fa4b4c74cdbb5855dc76e5b71fb,A,56,18,319292.87,0,126,1,4,0,0,0.370366,0.17766,0,0,0,0,0,0,127,0,22.38514299,0,22.38514299,3,5.037796577,0,0,0,3,0,3,0,0,0,0,0,4.765665,1.679266,0,0,0,0,0,0,0,3,None,OmiseGO
149,0x3605fc35932ab8e5c7d2b19da72f13844381bd1b,A,50,18,319.67,2,2,0,2,2,45.129696,55.870304,50.5,2.999496,97.99952,50.499508,0,0,0,4,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0x360947e392c7b11eaea12a2642799a8df331ca7e,A,46,20,994620.28,1704,14,0,6,15,0,4,1.598936,0,13.2,0.039659,0,0,0,1718,67.57934222,22.38510605,0,-45.19423616,18,111350.2812,110850,0,5,8,0,9,0,0,0,0,0,59850,11135.02812,1,59850,13856.25,0,0,0,1,9,EnjinCoin,EnjinCoin
151,0x360c097f1ec5de025431ef79187601b038fc9b9f,A,45,26,940588.23,53,14,0,13,20,0.09,11.40347,5.325508,0,10,1.085525,0,0,0,67,57.53280983,74.5571056,0,17.02429577,149,67776.17189,14364.16324,0,5,36,0,46,0,0,0,0,0,16888,498.354205,0,2500,1104.935634,0,0,0,9,45,BAT,EOS
152,0x36129a807094f2a2ab1883c524e4cfa629596019,A,43,28,192603.35,0,106,1,3,0,0,0.540112,0.217013,0,0,0,0,0,0,107,0,23.0033331,0,23.0033331,2,0.438714575,0,0,0,2,0,2,0,0,0,0,0.118362,0.320353,0.219357,0,0,0,0,0,0,0,2,None,DATAcoin
153,0x36171a892cff3f89bea7e9f45e65009678e4e01b,A,51,17,791776.7,4,4,0,4,2,9.996362,1442.151866,418.361676,9.995306,1442.151446,418.359309,0,0,0,8,1673.437235,1673.446702,0,0.009467107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0x361de628715053bc29bc40a89d66a180eb9ee085,A,46,20,319.4,3,2,0,2,2,22.587241,78.412759,50.5,0.64943,99.349586,33.666171,0,0,0,5,100.9985118,101,0,0.001488218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0x3621466f023fa88cdc9d9dcd81f147d93ed3e436,A,52,24,226749.52,0,94,1,4,0,0,1.086713,0.42474,0,0,0,0,0,0,95,0,39.92552298,0,39.92552298,2,1.164349981,0,0,0,2,0,2,0,0,0,0,0.527631,0.636719,0.582175,0,0,0,0,0,0,0,2,None,DATAcoin
156,0x3629b45bbf972adc23c064d31b7d7c6ce17415d5,A,52,27,1727478.58,1978,2004,0,11,3,0.010018,81.322676,4.690398,0.112279,81.321485,4.751224,0,0,0,3982,9397.920647,9399.557032,0,1.636385026,2,100,0,0,0,2,0,2,0,0,0,0,0,100,50,0,0,0,0,0,0,0,2,None,Tronix
157,0x362c622ca61a7d7d2a86fb98c07bb204808ecb29,A,51,16,6221.2,2,2,0,1,1,2.57,87.44,45.005,2.569748,87.439748,45.004748,0,0,0,4,90.00949597,90.01,0,0.00050403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0x36380f7a3e23d12c44df4420daf5ee47c3b063f9,A,57,26,226776.35,0,7,1,4,0,0,6.711415,2.169652,0,0,0,0,0,0,8,0,15.18756381,0,15.18756381,2,0.789192008,0,0,0,2,0,2,0,0,0,0,0.328098,0.461094,0.394596,0,0,0,0,0,0,0,2,None,DATAcoin
159,0x36438e9604793228868dd7adf008339c70d5bc15,A,57,26,8.92,3,2,0,2,3,102.600415,1898.399585,1000.5,112.508065,1688.491499,666.999528,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0x364499826ade4a7a4ce79472249806db7f0cf06b,A,49,17,532800.37,126,96,0,41,67,0,37.995,8.270401,0,63,6.405333,0,0,0,222,807.0719434,793.9585305,0,-13.11341292,104,1886994.946,1622129.298,0,23,50,0,51,0,0,0,0,0,623700,28590.83252,0,259808,42687.6131,0,0,0,20,50,EOS,OmiseGO
161,0x364515caf9d7cea6575e0dc17a3538cd88e66823,A,43,21,16188.07,3,3,0,3,1,2,3.5,2.5,1.999537,3.499418,2.499498,0,0,0,6,7.498493153,7.5,0,0.001506847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0x36459e1f2a115bf720140314e8e212b57aefc8fa,A,44,23,96717.38,5,5,0,1,5,1,8.01,4.202764,0.99958,8.009496,4.202327,0,0,0,10,21.011636,21.01382,0,0.002184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
